rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on,compliance_name,department_id,obligation_kind,scope_level,trigger_types,entity_types,documents,application_url,filing_mode,physical_submission,applicant_visit,inspection,process_notes,source_urls
IF006-V1,IF006,IN,AUTH-NITI-DARPAN,"NITI Aayog Darpan requirements; applicable grant, FCRA and PML records framework",Darpan Unique ID,"NPOs needing Darpan ID for central grants, relevant FCRA/tax applications or bank account requirements. Separate bank duty from NPO application prerequisites.",,,,,,event_based,Before the relevant application/account process requires the ID; keep registration particulars current.,"{""type"": ""manual_review""}",Guidance URL; follow NITI current portal link. Do not assume Darpan substitutes for CSR-1 or tax registration.,researched_partial,0,2026-09-15,NGO / NPO Darpan unique ID,NGO,mandatory_if_applicable,central,transaction|industry,trust|society|section8,Entity registration and PAN particulars; governing-body and contact details; current portal checklist,https://www.niti.gov.in/divisions/cell/voluntary-action-cell,online,unverified,unverified,unverified,Guidance URL; follow NITI current portal link. Do not assume Darpan substitutes for CSR-1 or tax registration.,https://www.indiafilings.com/darpan-registration|https://www.niti.gov.in/divisions/cell/voluntary-action-cell
IF007-V1,IF007,IN,AUTH-GST,CGST Act section 29 and applicable registration rules,REG-16,"Registered person seeking cancellation on legally permitted grounds; transfers, cessation and exemptions need separate assessment.",,,,,,event_based,Determine event and statutory application period; outstanding obligations survive cancellation where law requires.,"{""type"": ""manual_review""}",Government entry point supplied; specific cancellation workflow still needs direct procedure verification.,researched_partial,0,2026-09-15,GST registration cancellation application,GST,mandatory_if_applicable,central,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,GSTIN; reason and event date; stock/liability particulars; supporting cessation/transfer evidence,https://www.gst.gov.in/,unverified,unverified,unverified,unverified,Government entry point supplied; specific cancellation workflow still needs direct procedure verification.,https://www.indiafilings.com/gst/cancellation|https://tutorial.gst.gov.in/downloads/news/welcome_kit_for_new_taxpyers.pdf
IF008-V1,IF008,IN,AUTH-GST,CGST Act section 45; CGST Rules rule 81,GSTR-10,Cancelled registrations within section 45 scope. Check taxpayer category and statutory exclusions; not a universal return for every GST registration class.,,,,,,event_based,"Within three months of cancellation date or cancellation-order date, whichever is later; applicable extensions require review.","{""type"": ""manual_review""}",,researched_partial,0,2026-09-15,GST final return after cancellation,GST,mandatory_if_applicable,central,transaction|date,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Cancellation order and effective date; stock and capital-goods details; tax liability/payment records,https://www.gst.gov.in/,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://www.indiafilings.com/learn/gstr-10-filing|https://tutorial.gst.gov.in/downloads/news/welcome_kit_for_new_taxpyers.pdf
IF009-V1,IF009,IN,AUTH-LLP,LLP Rules rule 37 and applicable amendments,LLP-24,"Eligible inactive LLP electing strike-off, after checking liabilities, filings, inactivity period and regulator consent.",,,,,,event_based,Application only after applicable eligibility period; not a recurring annual obligation.,"{""type"": ""manual_review""}",Execution of declarations and any notarisation remain separate from online submission.,researched_partial,0,2026-09-15,LLP voluntary strike-off application,LLP,optional_exit_procedure,central,transaction,llp,Statement of accounts; partner consent; declarations/affidavits and indemnities as applicable; regulator NOC for regulated activity,https://www.mca.gov.in/,online,unverified,unverified,unverified,Execution of declarations and any notarisation remain separate from online submission.,https://www.indiafilings.com/learn/llp-form-24-easily-close-a-llp|https://www.mca.gov.in/content/dam/mca-aem-forms/instructionkits/Instruction_Kit_LLP_Form_No_24.pdf
IF010-V1,IF010,IN,AUTH-MCA,Companies Act sections 248/249; Removal of Names Rules,STK-2,Eligible company electing removal after liabilities and statutory restrictions are addressed.,,,,,,event_based,Event-based; satisfy eligibility and required filings before application.,"{""type"": ""manual_review""}",Section 8 and regulated-company restrictions require review; candidate entity mapping is not approval of eligibility.,researched_partial,0,2026-09-15,Company voluntary strike-off application,MCA,optional_exit_procedure,central,transaction,private_company|public_company|section8,Statement of accounts; member approvals; indemnities/affidavits; liability and litigation disclosures; applicable regulatory approvals,https://www.mca.gov.in/,online,unverified,unverified,unverified,Section 8 and regulated-company restrictions require review; candidate entity mapping is not approval of eligibility.,https://www.indiafilings.com/learn/strike-off-company|https://www.indiacode.nic.in/bitstream/123456789/2114/3/a2013-18.pdf|https://mca.gov.in/
IF011-V1,IF011,IN,AUTH-MCA,Companies Act section 455; Companies (Miscellaneous) Rules,MSC-1,Eligible company electing formal dormant status; simple inactivity does not itself confer approved dormant status.,,,,,,event_based,Optional event-based application after eligibility review.,"{""type"": ""manual_review""}",Detailed current MSC-1 checklist remains indicative.,researched_partial,0,2026-09-15,Apply for dormant company status,MCA,optional_status_procedure,central,transaction,private_company|public_company|section8,Company approvals; activity and financial particulars; required consents/certifications,https://www.mca.gov.in/,online,unverified,unverified,unverified,Detailed current MSC-1 checklist remains indicative.,https://www.indiafilings.com/dormant-company|https://www.indiacode.nic.in/bitstream/123456789/2114/3/a2013-18.pdf
IF012-V1,IF012,IN,AUTH-MCA,Companies Act section 455; Companies (Miscellaneous) Rules,MSC-3,Companies with dormant status subject to prescribed annual return; other event filings may still apply.,,,,,,annual,Within 30 days of financial-year end; verify current notifications and applicable period.,"{""type"": ""manual_review""}","Legacy instruction kit supports deadline, not proof every current portal screen is unchanged.",researched_partial,0,2026-09-15,Dormant company annual return,MCA,mandatory_if_applicable,central,date,private_company|public_company|section8,Audited statement of financial position; dormant-status and director particulars; prescribed declarations,https://www.mca.gov.in/,online,unverified,unverified,unverified,"Legacy instruction kit supports deadline, not proof every current portal screen is unchanged.",https://www.indiafilings.com/dormant-company|https://www.mca.gov.in/MCA21/dca/help/instructionkit/NCA/Form_MSC-3_help.pdf
IF013-V1,IF013,IN,AUTH-IP,Trade Marks Rules 2017 rule 33,Examination report reply,Applicant receiving an examination report requiring response.,,,,,,event_based,Respond within one month of receipt under rule 33; actual service and case directions matter.,"{""type"": ""manual_review""}",Hearings and affidavit requirements are case-specific; online filing is not a no-physical-step guarantee.,researched_partial,0,2026-09-15,Trademark examination-report response,IP,mandatory_if_applicable,central,notice,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Examination report; ground-wise response; relevant use/supporting evidence; agent authorisation as applicable,https://ipindia.gov.in/pages/e-services,online,unverified,conditional,unverified,Hearings and affidavit requirements are case-specific; online filing is not a no-physical-step guarantee.,https://www.indiafilings.com/trademark-objection/trademark-objection-process-explained-for-india|https://ipindia.gov.in/tm-rules-2017
IF014-V1,IF014,IN,AUTH-IP,Trade Marks Act section 21; Trade Marks Rules 2017 rule 44,TM-O — counterstatement,Applicant served with opposition and wishing to defend registration; distinguish initiating opposition and later evidence stages.,,,,,,event_based,TM-O counterstatement within two months of receipt of notice copy from Registrar.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-15,Trademark opposition counterstatement,IP,mandatory_if_applicable,central,notice,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other,Opposition notice and service evidence; counterstatement; applicant/agent authority; subsequent evidence separately required,https://ipindia.gov.in/pages/e-services,online,unverified,conditional,unverified,Filing channel and physical requirements require independent evidence.,https://www.indiafilings.com/trademark-opposition|https://ipindia.gov.in/tm-rules-2017
IF015-V1,IF015,IN,AUTH-DPIIT,"DPIIT Gazette notification GSR 108(E), 4 February 2026",Registration as a Startup,"Eligible private company, registered partnership, LLP or cooperative meeting innovation/original-entity and age/turnover conditions; recognition is optional for relevant benefits.",Normal: no FY since incorporation exceeding INR 200 crore; recognised Deep Tech: INR 300 crore. Separate age and activity tests; tax exemption has distinct eligibility.,,,,,event_based,Apply while eligible; recognition is distinct from separate tax-benefit approval.,"{""type"": ""manual_review""}",,researched_partial,0,2026-09-15,DPIIT startup recognition,MSME,optional_benefit,central,industry|turnover|transaction,private_company|partnership|llp|other,Entity incorporation/registration evidence; innovation/scalability explanation; authorised contact; current supporting documents,https://www.nsws.gov.in/,online,unverified,unverified,unverified,Filing channel and physical requirements require independent evidence.,https://www.indiafilings.com/start-up-india|https://www.dpiit.gov.in/static/uploads/2026/02/119e52e2a36f652215a32c3ccc5f9c66.pdf|https://www.startupindia.gov.in/content/sih/en/startupgov/startup_recognition_page.html
IF016-V1,IF016,IN,AUTH-MCA,Companies Act section 252 and applicable NCLT procedure,NCLT petition / INC-28,Eligible applicant pursuing restoration; appeal/application standing and limitation differ.,,,,,,event_based,Case-specific section 252 limitation and tribunal-order compliance; do not assign one deadline to every applicant.,"{""type"": ""manual_review""}",MCA is the order-filing route; tribunal petition and hearing procedure are separate.,researched_partial,0,2026-09-15,Restoration of struck-off company / order filing,MCA,optional_remedial_procedure,central,notice|transaction,private_company|public_company|section8,Petition and supporting records; NCLT order; proof of costs/compliance; current ROC filings as directed,https://www.mca.gov.in/,hybrid_case_dependent,unverified,conditional,unverified,MCA is the order-filing route; tribunal petition and hearing procedure are separate.,https://www.indiafilings.com/learn/company-revival-procedure|https://www.indiacode.nic.in/bitstream/123456789/2114/3/a2013-18.pdf|https://mca.gov.in/
AX001-V1,AX001,IN,AUTH-SECURITIES,SEBI/depository/intermediary KYC framework,,Applicant opening or updating a securities account; intermediary and residency category determine documents.,,,,,,event_based,At onboarding and when notified of required updates.,"{""type"": ""manual_review""}",Video/in-person verification and original-document checks depend on approved method; do not assume all channels are visit-free.,researched_partial,0,2026-09-15,Securities account opening and KYC updates,SECURITIES,mandatory_if_applicable,central,transaction|notice,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,PAN/identity/address and bank evidence; current intermediary KYC checklist,https://investor.sebi.gov.in/securities-trading.html,online_or_assisted,unverified,unverified,unverified,Video/in-person verification and original-document checks depend on approved method; do not assume all channels are visit-free.,https://investor.sebi.gov.in/securities-trading.html
AX002-V1,AX002,IN,AUTH-INCOME_TAX,Income-tax law applicable to the tax period and transfer date,,"Holder disposing of securities; determine capital asset versus business stock, instrument, holding period, STT conditions and residency.",,,,,,event_based,Applicable return and advance-tax deadlines; select correct tax-year regime.,"{""type"": ""manual_review""}","No single equity rate applies to all stocks, funds, derivatives or foreign securities. Map pre/post 1 April 2026 law and period-specific forms before automation; business trading turnover is not portfolio value.",researched_partial,0,2026-09-15,Report securities sale income and calculate applicable tax,INCOME_TAX,mandatory_if_applicable,central,transaction|date|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Contract notes; acquisition cost; corporate actions; STT/charges; broker ledger and statements,https://www.incometaxindia.gov.in/en/sale-of-shares,online,unverified,unverified,unverified,"No single equity rate applies to all stocks, funds, derivatives or foreign securities. Map pre/post 1 April 2026 law and period-specific forms before automation; business trading turnover is not portfolio value.",https://www.incometaxindia.gov.in/en/sale-of-shares
AX003-V1,AX003,IN,AUTH-INCOME_TAX,Applicable income-tax foreign asset/income disclosure requirements,,Assess taxpayer residence category and relevant return schedules for foreign shares/accounts/income; calendar-year asset reporting may differ from financial-year income.,,,,,,event_based,Relevant income-tax return deadline; check exact schedule reference period.,"{""type"": ""manual_review""}",Do not assign Schedule FA to every NRI or RNOR merely because assets are overseas. Foreign tax credit and treaty relief need their own conditions.,researched_partial,0,2026-09-15,Foreign asset and income disclosure review,INCOME_TAX,mandatory_if_applicable,central,date|transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Foreign account statements; holdings and peak/closing balances; income and foreign tax evidence,https://www.incometax.gov.in/iec/foportal/nudge/nudge-schedule-fa,online,unverified,unverified,unverified,Do not assign Schedule FA to every NRI or RNOR merely because assets are overseas. Foreign tax credit and treaty relief need their own conditions.,https://www.incometax.gov.in/iec/foportal/nudge/nudge-schedule-fa
AX004-V1,AX004,IN,AUTH-FEMA,FEMA; RBI Liberalised Remittance Scheme and applicable overseas investment rules,,Resident individuals remitting for permitted overseas investments; aggregate all LRS purposes in the financial year.,,,,,,event_based,Before remittance; review aggregate USD 250000 annual ceiling and permitted purpose.,"{""type"": ""manual_review""}",LRS is not a company/HUF remittance allowance. Overseas margin remittances are restricted; OPI/ODI classification and applicable tax collection require separate assessment.,researched_partial,0,2026-09-15,Resident individual overseas investment remittance screening,FEMA,mandatory_if_applicable,central,transaction|date|location,individual,PAN; AD-bank purpose declaration; prior FY remittances; investment details,https://www.rbi.org.in/scripts/notificationuser.aspx?id=10192,unverified,unverified,unverified,unverified,LRS is not a company/HUF remittance allowance. Overseas margin remittances are restricted; OPI/ODI classification and applicable tax collection require separate assessment.,https://www.rbi.org.in/scripts/notificationuser.aspx?id=10192
AX005-V1,AX005,IN,AUTH-SECURITIES,"SEBI (Prohibition of Insider Trading) Regulations 2015, as amended",,Persons possessing UPSI or otherwise within insider definitions; exceptions and defences are fact-specific.,,,,,,event_based,Before trading or communicating information; ongoing conduct restriction.,"{""type"": ""manual_review""}",Not a filing for every retail investor. Verify amendments after the inspected consolidation.,researched_partial,0,2026-09-15,Insider trading and UPSI conduct restrictions,SECURITIES,conduct_restriction,central,transaction|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Insider status; information access timeline; lawful-purpose records where relevant,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2025/1752572636085.pdf,unverified,unverified,unverified,unverified,Not a filing for every retail investor. Verify amendments after the inspected consolidation.,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2025/1752572636085.pdf
AX006-V1,AX006,IN,AUTH-SECURITIES,SEBI PIT Regulations and applicable code of conduct,,Designated persons and covered relatives under the relevant organisation code.,,,,,,event_based,Before trade and within organisation-specific disclosure periods.,"{""type"": ""manual_review""}",Do not apply employer pre-clearance or contra-trade restrictions universally to retail investors.,researched_partial,0,2026-09-15,Designated-person trading window and pre-clearance,SECURITIES,mandatory_if_applicable,central,transaction|notice|director_partner,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Designation; related persons; pre-clearance; trading plan/code and holdings,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2025/1752572636085.pdf,unverified,unverified,unverified,unverified,Do not apply employer pre-clearance or contra-trade restrictions universally to retail investors.,https://www.sebi.gov.in/sebi_data/attachdocs/jul-2025/1752572636085.pdf
AX007-V1,AX007,IN,AUTH-SECURITIES,"SEBI SAST Regulations 2011, as amended",,Listed-company shareholders/acquirers and persons acting in concert whose holdings/change trigger current disclosure provisions.,,,,,,event_based,Assess before transaction; current regulation determines deadline and recipients.,"{""type"": ""manual_review""}","Current thresholds, exemptions and system-driven disclosure rules await provision-level review; no executable threshold is asserted.",researched_partial,0,2026-09-15,Substantial shareholding acquisition/disposal disclosure review,SECURITIES,mandatory_if_applicable,central,transaction|director_partner,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Holdings and voting rights; PAC aggregation; last disclosure; transaction dates,https://sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=2&smid=0&ssid=3,unverified,unverified,unverified,unverified,"Current thresholds, exemptions and system-driven disclosure rules await provision-level review; no executable threshold is asserted.",https://sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=2&smid=0&ssid=3
AX008-V1,AX008,IN,AUTH-SECURITIES,"SEBI SAST Regulations 2011, as amended",,Proposed acquisition of listed-company voting rights or control; aggregate PAC and evaluate exemptions.,,,,,,event_based,Before binding acquisition/announcement; transaction-specific open-offer timetable.,"{""type"": ""manual_review""}",Do not equate substantial-shareholder disclosure with an open-offer obligation.,researched_partial,0,2026-09-15,Acquisition of control / open offer screening,SECURITIES,mandatory_if_applicable,central,transaction|director_partner,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Acquisition agreements; control rights; PAC and shareholding; exemption analysis,https://sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=2&smid=0&ssid=3,unverified,unverified,unverified,unverified,Do not equate substantial-shareholder disclosure with an open-offer obligation.,https://sebi.gov.in/sebiweb/home/HomeAction.do?doListing=yes&sid=2&smid=0&ssid=3
AX009-V1,AX009,IN,AUTH-SECURITIES,Applicable SEBI IA/RA regulations and current circulars,,Person providing covered investment advice or research services; assess exclusions and scope of paid/public services.,,,,,,event_based,Before covered activity; registration conditions control ongoing reporting and fees.,"{""type"": ""manual_review""}",Owning or trading one’s own shares does not itself require IA/RA registration. Registration is not a substitute for each ongoing regulatory obligation.,researched_partial,0,2026-09-15,Investment adviser registration and conditions,SECURITIES,mandatory_if_applicable,central,industry|licence|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Applicant constitution/identity; qualifications; certifications; compliance arrangements; current application checklist,https://iaraportal.sebi.gov.in/,online,unverified,unverified,unverified,Owning or trading one’s own shares does not itself require IA/RA registration. Registration is not a substitute for each ongoing regulatory obligation.,https://iaraportal.sebi.gov.in/
AX010-V1,AX010,IN,AUTH-SECURITIES,Applicable SEBI IA/RA regulations and current circulars,,Person providing covered investment advice or research services; assess exclusions and scope of paid/public services.,,,,,,event_based,Before covered activity; registration conditions control ongoing reporting and fees.,"{""type"": ""manual_review""}",Owning or trading one’s own shares does not itself require IA/RA registration. Registration is not a substitute for each ongoing regulatory obligation.,researched_partial,0,2026-09-15,Research analyst registration and conditions,SECURITIES,mandatory_if_applicable,central,industry|licence|law_change,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Applicant constitution/identity; qualifications; certifications; compliance arrangements; current application checklist,https://iaraportal.sebi.gov.in/,online,unverified,unverified,unverified,Owning or trading one’s own shares does not itself require IA/RA registration. Registration is not a substitute for each ongoing regulatory obligation.,https://iaraportal.sebi.gov.in/
AX011-V1,AX011,IN,AUTH-PROPERTY_REGISTRATION,Property/registration framework; Supreme Court distinction between title and mutation,,"Proposed purchaser, lender or transferee of land/building.",,,,,,event_based,Before commitment/payment/registration; refresh before completion.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,Property title and competing-rights due diligence,PROPERTY_REGISTRATION,due_diligence,central,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Title chain; certified deeds; encumbrances and mortgages; court/acquisition searches; succession and seller authority; possession/boundary evidence,https://api.sci.gov.in/supremecourt/2024/41857/41857_2024_14_1502_67116_Judgement_19-Dec-2025.pdf,unverified,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://api.sci.gov.in/supremecourt/2024/41857/41857_2024_14_1502_67116_Judgement_19-Dec-2025.pdf
AX012-V1,AX012,IN,AUTH-PROPERTY_REGISTRATION,Registration Act 1908 and applicable state stamp/registration law,,"Instrument requiring registration; deed type, execution place, property situs and exemptions control liability.",,,,,,event_based,Ordinary section 23 presentation limit: four months from execution; statutory exceptions and state amendments require review.,"{""type"": ""manual_review""}","No uniform India-wide stamp rate. Online drafting/payment/booking does not prove no SRO attendance, witnesses or identity verification. Record current procedure per instrument.",researched_partial,0,2026-09-15,Deed registration and state stamp-duty assessment,PROPERTY_REGISTRATION,mandatory_if_applicable,central,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Executed instrument; parties/authority and identity; property schedule; stamp-duty and registration-fee evidence,https://www.indiacode.nic.in/bitstream/123456789/19013/1/the_registration_act%2C_1908.pdf,unverified,unverified,unverified,unverified,"No uniform India-wide stamp rate. Online drafting/payment/booking does not prove no SRO attendance, witnesses or identity verification. Record current procedure per instrument.",https://www.indiacode.nic.in/bitstream/123456789/19013/1/the_registration_act%2C_1908.pdf
AX013-V1,AX013,IN,AUTH-LAND_RECORDS,"Applicable state tenure, land-reform, planning and special-area law",,"Land purchase/change of use; investigate agricultural eligibility, tribal/protected land, tenancy, ceiling, lease conditions and acquisition restrictions.",,,,,,event_based,"Before contract, transfer or change of use.","{""type"": ""manual_review""}",Research checklist only; the directory does not establish any particular state restriction. Each applicable provision remains a state/property-level verification task.,researched_partial,0,2026-09-15,Land-use and purchaser eligibility screening,LAND_RECORDS,due_diligence,central,location|transaction|industry,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Parcel classification; buyer eligibility; tenure/lease terms; planning designation; permissions,https://dolr.gov.in/en/citizen-centric-services/,unverified,unverified,unverified,unverified,Research checklist only; the directory does not establish any particular state restriction. Each applicable provision remains a state/property-level verification task.,https://dolr.gov.in/en/citizen-centric-services/
AX014-V1,AX014,IN,AUTH-FEMA,FEMA Non-Debt Instruments Rules and RBI immovable-property guidance,,"Person resident outside India acquiring Indian property; citizenship/OCI, asset class and purchase/gift/inheritance mode matter.",,,,,,event_based,Before acquisition and remittance.,"{""type"": ""manual_review""}","General NRI/OCI purchase permission excludes agricultural land, plantation property and farmhouse. Inheritance and other routes require separate analysis; do not infer an absolute ban on all modes of acquisition.",researched_partial,0,2026-09-15,NRI / OCI immovable property acquisition eligibility,FEMA,mandatory_if_applicable,central,transaction|location,individual,Residence/citizenship or OCI evidence; property classification; acquisition mode; funds/banking evidence,https://systemhealth.rbi.org.in/Scripts/FS_FAQs.aspx_Id%3D117%26fn%3D5.html,unverified,unverified,unverified,unverified,"General NRI/OCI purchase permission excludes agricultural land, plantation property and farmhouse. Inheritance and other routes require separate analysis; do not infer an absolute ban on all modes of acquisition.",https://systemhealth.rbi.org.in/Scripts/FS_FAQs.aspx_Id%3D117%26fn%3D5.html
AX015-V1,AX015,IN-WB,AUTH-AX-WB-LAND,Applicable state land/revenue law and current service procedure,,Transfer/succession or other record-change event requiring mutation.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15,West Bengal mutation of land records,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Deed/succession basis; parcel and recorded-party details; current checklist,https://wb.gov.in/government-schemes-details-mutation-of-land-records.aspx,online,unverified,unverified,unverified,"Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",https://wb.gov.in/government-schemes-details-mutation-of-land-records.aspx
AX016-V1,AX016,IN-WB,AUTH-AX-WB-LAND,Applicable state land/revenue law and current service procedure,,Recorded holding with assessed land revenue demand.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Land revenue is distinct from municipal holding/property tax; reconcile the correct plot, payer and demand period.",researched_partial,0,2026-09-15,West Bengal land revenue / Khajna application and payment,LAND_RECORDS,mandatory_if_applicable,state,date|notice|transaction,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Khatian; plot/dag; share and land-use details; demand and payment receipt,https://banglarbhumi.gov.in/BanglarBhumi/RevenueApplication.action,online,unverified,unverified,unverified,"Land revenue is distinct from municipal holding/property tax; reconcile the correct plot, payer and demand period.",https://banglarbhumi.gov.in/BanglarBhumi/RevenueApplication.action
AX017-V1,AX017,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Transfer or succession requiring record update.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar mutation application,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Deed/inheritance basis; parcel and applicant details,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX018-V1,AX018,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Holding with land revenue liability.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar Bhu Lagan land revenue payment,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Jamabandi reference; demand period and challan/receipt,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX019-V1,AX019,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Error in digitised land record eligible for correction.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar Jamabandi correction / Parimarjan,LAND_RECORDS,conditional_service,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Existing record; discrepancy and supporting original/certified evidence,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX020-V1,AX020,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Applicant needing possession certification for a permitted purpose.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar land possession certificate,LAND_RECORDS,conditional_service,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Parcel details; possession basis; current service checklist,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
AX021-V1,AX021,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Proposed use change within the conversion regime.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15,Bihar land conversion application,LAND_RECORDS,mandatory_if_applicable,state,transaction|location,sole_proprietor|partnership|llp|private_company|public_company|trust|society|section8|other|individual|huf,Title/tenure evidence; parcel map; proposed use and project documents,https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help,online,unverified,unverified,unverified,"Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",https://biharbhumi.bihar.gov.in/BiharBhumi/FAQ_Help
