coverage_id,jurisdiction_id,topic,applicability_status,authority_url,application_url,source_id,coverage_status,next_verification,legacy_row_id,linked_rule_ids,filing_mode,physical_submission,applicant_visit,inspection,testing_or_notarisation,documents,procedure_urls
LD-property_tax,IN-LD,property_tax,property_and_transaction_dependent,https://land.utl.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MP-property_ror,IN-MP,property_ror,property_and_transaction_dependent,https://mpbhulekh.gov.in/,https://mpbhulekh.gov.in/,AX_MP_ROUTE,directory_routing_only,DoLR directory .com link superseded here by official district-confirmed mpbhulekh.gov.in. Current parcel restrictions remain unresolved.,,,unverified,unverified,unverified,unverified,unverified,,
MP-property_mutation,IN-MP,property_mutation,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred. DoLR links mpbhulekhrecords.com; application URL withheld pending official endpoint authentication.",,,unverified,unverified,unverified,unverified,unverified,,
MP-land_revenue,IN-MP,land_revenue,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred. DoLR links mpbhulekhrecords.com; application URL withheld pending official endpoint authentication.",,,unverified,unverified,unverified,unverified,unverified,,
MP-deed_registration,IN-MP,deed_registration,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred. DoLR links mpbhulekhrecords.com; application URL withheld pending official endpoint authentication.",,,unverified,unverified,unverified,unverified,unverified,,
MP-encumbrance_title,IN-MP,encumbrance_title,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred. DoLR links mpbhulekhrecords.com; application URL withheld pending official endpoint authentication.",,,unverified,unverified,unverified,unverified,unverified,,
MP-land_use_eligibility,IN-MP,land_use_eligibility,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred. DoLR links mpbhulekhrecords.com; application URL withheld pending official endpoint authentication.",,,unverified,unverified,unverified,unverified,unverified,,
MP-boundary_survey,IN-MP,boundary_survey,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred. DoLR links mpbhulekhrecords.com; application URL withheld pending official endpoint authentication.",,,unverified,unverified,unverified,unverified,unverified,,
MP-property_tax,IN-MP,property_tax,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred. DoLR links mpbhulekhrecords.com; application URL withheld pending official endpoint authentication.",,,unverified,unverified,unverified,unverified,unverified,,
MH-property_ror,IN-MH,property_ror,property_and_transaction_dependent,https://mahabhumi.gov.in/,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn,AX_MH,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX022-V1,online,unverified,unverified,unverified,unverified,Survey/record identifiers; requested record type,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn
MH-property_mutation,IN-MH,property_mutation,property_and_transaction_dependent,https://mahabhumi.gov.in/,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn,AX_MH,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX023-V1,online,unverified,unverified,unverified,unverified,Record identifiers; event supporting documents; applicant/holder details,https://mahabhumi.gov.in/Mahabhumilink/LogIn/LogIn
MH-land_revenue,IN-MH,land_revenue,property_and_transaction_dependent,https://mahabhumi.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MH-deed_registration,IN-MH,deed_registration,property_and_transaction_dependent,https://mahabhumi.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MH-encumbrance_title,IN-MH,encumbrance_title,property_and_transaction_dependent,https://mahabhumi.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MH-land_use_eligibility,IN-MH,land_use_eligibility,property_and_transaction_dependent,https://mahabhumi.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MH-boundary_survey,IN-MH,boundary_survey,property_and_transaction_dependent,https://mahabhumi.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MH-property_tax,IN-MH,property_tax,property_and_transaction_dependent,https://mahabhumi.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MN-property_ror,IN-MN,property_ror,property_and_transaction_dependent,https://louchapathap.nic.in/,https://louchapathap.nic.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MN-property_mutation,IN-MN,property_mutation,property_and_transaction_dependent,https://louchapathap.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MN-land_revenue,IN-MN,land_revenue,property_and_transaction_dependent,https://louchapathap.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MN-deed_registration,IN-MN,deed_registration,property_and_transaction_dependent,https://louchapathap.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MN-encumbrance_title,IN-MN,encumbrance_title,property_and_transaction_dependent,https://louchapathap.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MN-land_use_eligibility,IN-MN,land_use_eligibility,property_and_transaction_dependent,https://louchapathap.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MN-boundary_survey,IN-MN,boundary_survey,property_and_transaction_dependent,https://louchapathap.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MN-property_tax,IN-MN,property_tax,property_and_transaction_dependent,https://louchapathap.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
ML-property_ror,IN-ML,property_ror,property_and_transaction_dependent,,,AX_DOLR,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
ML-property_mutation,IN-ML,property_mutation,property_and_transaction_dependent,,https://www.meghalaya.gov.in/services/content/36145,AX_ML_MUT,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX039-V1,online,unverified,unverified,unverified,unverified,Recorded land details; transfer/succession basis; party information,https://www.meghalaya.gov.in/services/content/36145
ML-land_revenue,IN-ML,land_revenue,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
ML-deed_registration,IN-ML,deed_registration,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
ML-encumbrance_title,IN-ML,encumbrance_title,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
ML-land_use_eligibility,IN-ML,land_use_eligibility,property_and_transaction_dependent,,https://meghalaya.gov.in/sites/default/files/acts/Land_Transfer_Act.pdf,AX_ML_LAW,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX040-V1,unverified,unverified,unverified,unverified,unverified,Transferor/transferee status; parcel/tenure; proposed instrument; sanction application,https://meghalaya.gov.in/sites/default/files/acts/Land_Transfer_Act.pdf
ML-boundary_survey,IN-ML,boundary_survey,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
ML-property_tax,IN-ML,property_tax,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-property_ror,IN-MZ,property_ror,property_and_transaction_dependent,,,AX_DOLR,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-property_mutation,IN-MZ,property_mutation,property_and_transaction_dependent,,https://landrevenue.mizoram.gov.in/uploads/attachments/46892c52320cf011549a0e8e392a2ea0/the-mizoram-land-revenue-rules-2013-.pdf,AX_MZ_LAW,partial_rule_research,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,AX041-V1,unverified,unverified,unverified,unverified,unverified,Existing settlement/lease record; transfer/succession/partition basis; parcel details,https://landrevenue.mizoram.gov.in/uploads/attachments/46892c52320cf011549a0e8e392a2ea0/the-mizoram-land-revenue-rules-2013-.pdf
MZ-land_revenue,IN-MZ,land_revenue,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-deed_registration,IN-MZ,deed_registration,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-encumbrance_title,IN-MZ,encumbrance_title,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-land_use_eligibility,IN-MZ,land_use_eligibility,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-boundary_survey,IN-MZ,boundary_survey,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
MZ-property_tax,IN-MZ,property_tax,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
NL-property_ror,IN-NL,property_ror,property_and_transaction_dependent,,,AX_DOLR,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
NL-property_mutation,IN-NL,property_mutation,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
NL-land_revenue,IN-NL,land_revenue,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
NL-deed_registration,IN-NL,deed_registration,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
NL-encumbrance_title,IN-NL,encumbrance_title,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
NL-land_use_eligibility,IN-NL,land_use_eligibility,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
NL-boundary_survey,IN-NL,boundary_survey,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
NL-property_tax,IN-NL,property_tax,property_and_transaction_dependent,,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
OD-property_ror,IN-OD,property_ror,property_and_transaction_dependent,https://bhulekh.ori.nic.in/,https://bhulekh.ori.nic.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
OD-property_mutation,IN-OD,property_mutation,property_and_transaction_dependent,https://bhulekh.ori.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
OD-land_revenue,IN-OD,land_revenue,property_and_transaction_dependent,https://bhulekh.ori.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
OD-deed_registration,IN-OD,deed_registration,property_and_transaction_dependent,https://bhulekh.ori.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
OD-encumbrance_title,IN-OD,encumbrance_title,property_and_transaction_dependent,https://bhulekh.ori.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
OD-land_use_eligibility,IN-OD,land_use_eligibility,property_and_transaction_dependent,https://bhulekh.ori.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
OD-boundary_survey,IN-OD,boundary_survey,property_and_transaction_dependent,https://bhulekh.ori.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
OD-property_tax,IN-OD,property_tax,property_and_transaction_dependent,https://bhulekh.ori.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PY-property_ror,IN-PY,property_ror,property_and_transaction_dependent,https://nilamagal.py.gov.in/public/,https://nilamagal.py.gov.in/public/,AX_PY,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PY-property_mutation,IN-PY,property_mutation,property_and_transaction_dependent,https://nilamagal.py.gov.in/public/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PY-land_revenue,IN-PY,land_revenue,property_and_transaction_dependent,https://nilamagal.py.gov.in/public/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PY-deed_registration,IN-PY,deed_registration,property_and_transaction_dependent,https://nilamagal.py.gov.in/public/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PY-encumbrance_title,IN-PY,encumbrance_title,property_and_transaction_dependent,https://nilamagal.py.gov.in/public/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PY-land_use_eligibility,IN-PY,land_use_eligibility,property_and_transaction_dependent,https://nilamagal.py.gov.in/public/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PY-boundary_survey,IN-PY,boundary_survey,property_and_transaction_dependent,https://nilamagal.py.gov.in/public/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PY-property_tax,IN-PY,property_tax,property_and_transaction_dependent,https://nilamagal.py.gov.in/public/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PB-property_ror,IN-PB,property_ror,property_and_transaction_dependent,https://revenue.punjab.gov.in/,https://revenue.punjab.gov.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PB-property_mutation,IN-PB,property_mutation,property_and_transaction_dependent,https://revenue.punjab.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PB-land_revenue,IN-PB,land_revenue,property_and_transaction_dependent,https://revenue.punjab.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PB-deed_registration,IN-PB,deed_registration,property_and_transaction_dependent,https://revenue.punjab.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PB-encumbrance_title,IN-PB,encumbrance_title,property_and_transaction_dependent,https://revenue.punjab.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PB-land_use_eligibility,IN-PB,land_use_eligibility,property_and_transaction_dependent,https://revenue.punjab.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PB-boundary_survey,IN-PB,boundary_survey,property_and_transaction_dependent,https://revenue.punjab.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
PB-property_tax,IN-PB,property_tax,property_and_transaction_dependent,https://revenue.punjab.gov.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
RJ-property_ror,IN-RJ,property_ror,property_and_transaction_dependent,https://apnakhata.raj.nic.in/,https://apnakhata.raj.nic.in/,AX_DOLR,directory_routing_only,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
RJ-property_mutation,IN-RJ,property_mutation,property_and_transaction_dependent,https://apnakhata.raj.nic.in/,,,research_required,"Resolve current local law, competent office, applicant/parcel eligibility, fees, documents, deadlines and physical steps. Verify current tenure, protected/tribal-area, agricultural-buyer, ceiling, conversion and lease restrictions for the parcel; no eligibility inferred.",,,unverified,unverified,unverified,unverified,unverified,,
