rule_id,compliance_id,jurisdiction_id,authority_id,governing_law,form_code,applicability_text,turnover_basis,employee_basis,effective_from,effective_to,tax_period,frequency,deadline_text,deadline_json,exceptions_text,verification_status,automation_enabled,checked_on
AX013-V1,AX013,IN,AUTH-LAND_RECORDS,"Applicable state tenure, land-reform, planning and special-area law",,"Land purchase/change of use; investigate agricultural eligibility, tribal/protected land, tenancy, ceiling, lease conditions and acquisition restrictions.",,,,,,event_based,"Before contract, transfer or change of use.","{""type"": ""manual_review""}",Research checklist only; the directory does not establish any particular state restriction. Each applicable provision remains a state/property-level verification task.,researched_partial,0,2026-09-15
AX014-V1,AX014,IN,AUTH-FEMA,FEMA Non-Debt Instruments Rules and RBI immovable-property guidance,,"Person resident outside India acquiring Indian property; citizenship/OCI, asset class and purchase/gift/inheritance mode matter.",,,,,,event_based,Before acquisition and remittance.,"{""type"": ""manual_review""}","General NRI/OCI purchase permission excludes agricultural land, plantation property and farmhouse. Inheritance and other routes require separate analysis; do not infer an absolute ban on all modes of acquisition.",researched_partial,0,2026-09-15
AX015-V1,AX015,IN-WB,AUTH-AX-WB-LAND,Applicable state land/revenue law and current service procedure,,Transfer/succession or other record-change event requiring mutation.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15
AX016-V1,AX016,IN-WB,AUTH-AX-WB-LAND,Applicable state land/revenue law and current service procedure,,Recorded holding with assessed land revenue demand.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Land revenue is distinct from municipal holding/property tax; reconcile the correct plot, payer and demand period.",researched_partial,0,2026-09-15
AX017-V1,AX017,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Transfer or succession requiring record update.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15
AX018-V1,AX018,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Holding with land revenue liability.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15
AX019-V1,AX019,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Error in digitised land record eligible for correction.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15
AX020-V1,AX020,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Applicant needing possession certification for a permitted purpose.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15
AX021-V1,AX021,IN-BR,AUTH-AX-BR-LAND,Applicable state land/revenue law and current service procedure,,Proposed use change within the conversion regime.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Official FAQ lists service; exact eligibility, documents, fee and physical verification are not fully researched.",researched_partial,0,2026-09-15
AX022-V1,AX022,IN-MH,AUTH-AX-MH-LAND,Applicable state land/revenue law and current service procedure,,"Person requiring authenticated 7/12, 8A, Ferfar or Property Card for relevant parcel.",,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Use appropriate authenticated extract; a free screen view and a certified record may have different evidentiary uses. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15
AX023-V1,AX023,IN-MH,AUTH-AX-MH-LAND,Applicable state land/revenue law and current service procedure,,Covered land record change requiring mutation; check whether registration already initiated it.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Do not file a duplicate application if the registered transaction already initiated mutation; check status and current service category.,researched_partial,0,2026-09-15
AX024-V1,AX024,IN-KA,AUTH-AX-KA-LAND,Applicable state land/revenue law and current service procedure,,Ownership or other change recorded in RTC under the applicable Karnataka revenue procedure.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15
AX025-V1,AX025,IN-TN,AUTH-AX-TN-LAND,Applicable state land/revenue law and current service procedure,,Buyer/holder reviewing textual rights and survey records before property transaction.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",NIC service announcement supports record access; no fixed patta-transfer deadline or visit-free mutation is asserted.,researched_partial,0,2026-09-15
AX026-V1,AX026,IN-KL,AUTH-AX-KL-LAND,Applicable state land/revenue law and current service procedure,,Holding with applicable revenue demand; village and digital-survey rollout determine service route.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Verify whether the parcel uses ReLIS or a newer integrated system. Separate land tax, building tax and local-body property tax.",researched_partial,0,2026-09-15
AX027-V1,AX027,IN-TG,AUTH-AX-TG-LAND,Applicable state land/revenue law and current service procedure,,Eligible pending mutation case under the current Bhu Bharati service.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Use Bhu Bharati current instructions; do not automatically reuse old Dharani procedure.,researched_partial,0,2026-09-15
AX028-V1,AX028,IN-TG,AUTH-AX-TG-LAND,Applicable state land/revenue law and current service procedure,,Proposed transaction covered by registration/mutation procedure; examine section 22A prohibited-property status.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",A missing match is not a title guarantee; exceptions and removal require competent authority process.,researched_partial,0,2026-09-15
AX029-V1,AX029,IN-HP,AUTH-AX-HP-LAND,Applicable state land/revenue law and current service procedure,,Land transaction or change of use that falls within section 118; buyer category and exemptions must be established.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Service inventory confirms permission routes only; it does not establish that all outsiders are barred or all non-agriculturists must use the same form.,researched_partial,0,2026-09-15
AX030-V1,AX030,IN-DL,AUTH-AX-IN-DL-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,"Hotel, restaurant or club proposing liquor service; select actual notified category and current policy.",,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15
AX031-V1,AX031,IN-MH,AUTH-AX-IN-MH-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,Proposed or existing retail activity within FL-II; verify whether new grant/transfer is available under policy.,,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15
AX032-V1,AX032,IN-CG,AUTH-AX-IN-CG-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,Premises within current restaurant/hotel bar category; eligibility and local permission matter.,,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15
AX033-V1,AX033,IN-BR,AUTH-AX-IN-BR-EXCISE,"Applicable state excise/prohibition Act, rules and current policy",,"Any proposed liquor possession, supply, manufacture, transport or service; evaluate current prohibition law and narrowly applicable permissions.",,,,,,event_based,Before activity; actual licence/permit conditions govern continued operation.,"{""type"": ""manual_review""}","Do not extrapolate availability, fees, dry days, sale ages or licence validity across states. Current category and grant policy need review.",researched_partial,0,2026-09-15
AX034-V1,AX034,IN-WB,AUTH-AX-IN-WB-EXCISE,"West Bengal excise law, rules and current service conditions",,"Manufacturer, wholesaler or retailer within an available licensed category.",,,,,,event_based,Before grant-dependent activity/movement/event; renewal follows current certificate/policy. ,"{""type"": ""manual_review""}","Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial,0,2026-09-15
AX035-V1,AX035,IN-WB,AUTH-AX-IN-WB-EXCISE,"West Bengal excise law, rules and current service conditions",,Supplier placing a covered liquor brand or label in the state market.,,,,,,event_based,Before grant-dependent activity/movement/event; renewal follows current certificate/policy. ,"{""type"": ""manual_review""}","Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial,0,2026-09-15
AX036-V1,AX036,IN-WB,AUTH-AX-IN-WB-EXCISE,"West Bengal excise law, rules and current service conditions",,Covered liquor/spirit movement requiring a permit/pass; commodity and origin/destination determine route.,,,,,,event_based,Before grant-dependent activity/movement/event; renewal follows current certificate/policy. ,"{""type"": ""manual_review""}","Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial,0,2026-09-15
AX037-V1,AX037,IN-WB,AUTH-AX-IN-WB-EXCISE,"West Bengal excise law, rules and current service conditions",,Event/premises seeking temporary liquor-service permission.,,,,,,event_based,Before grant-dependent activity/movement/event; renewal follows current certificate/policy. ,"{""type"": ""manual_review""}","Online request is evidenced; original-document, site-verification and category-specific physical steps remain separately unresolved.",researched_partial,0,2026-09-15
AX038-V1,AX038,IN-AR,AUTH-AX-AR-LAND,Applicable state land/revenue law and current service procedure,,Applicant requiring land possession certification within current service eligibility.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Certificate service is confirmed; exact mandatory documents and physical verification are unresolved. Mutation/RoR and revenue receipts alone do not establish title; independently examine deeds, encumbrances, litigation and possession.",researched_partial,0,2026-09-15
AX039-V1,AX039,IN-ML,AUTH-AX-ML-LAND,Applicable state land/revenue law and current service procedure,,"Covered mutation, inheritance, sale or other record-change case.",,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}",Official directory confirms online service; coverage by land tenure and competent office requires verification.,researched_partial,0,2026-09-15
AX040-V1,AX040,IN-ML,AUTH-AX-ML-LAND,Applicable state land/revenue law and current service procedure,,"Transfer from tribal to non-tribal or non-tribal to non-tribal within the Act; check definitions, exceptions and area prohibitions.",,,,,,event_based,Obtain required sanction before covered transfer.,"{""type"": ""manual_review""}",Do not equate non-tribal with non-resident. Review current amendments and competent authority for the parcel.,researched_partial,0,2026-09-15
AX041-V1,AX041,IN-MZ,AUTH-AX-MZ-LAND,Applicable state land/revenue law and current service procedure,,Covered change to settlement/lease or recorded holding under land revenue rules.,,,,,,event_based,Use current statutory period or actual demand/order; no universal annual date inferred.,"{""type"": ""manual_review""}","Rule framework only; current fee, forms, exceptions and online availability have not been confirmed.",researched_partial,0,2026-09-15
AX042-V1,AX042,IN-DL-MCD,AUTH-AX-IN-DL-MCD-MUNICIPAL,Delhi Municipal Corporation law and current annual tax schedule,,Taxable property within MCD jurisdiction; owner/occupier and property category determine liability.,,,,,,event_based,"Use applicable FY schedule, demand and extensions; no generic rebate date is treated as universal due date.","{""type"": ""manual_review""}","MCD only; NDMC, cantonment and other states need independent rules. Separate municipal tax from revenue khajana.",researched_partial,0,2026-09-15
AX043-V1,AX043,IN-WB,AUTH-AX-IN-WB-PROPERTY_REGISTRATION,West Bengal stamp/registration framework and current registration procedure,,"Proposed instrument for registration in West Bengal; assess property value, deed class and parties.",,,,,,event_based,Before registration/payment; check assessment-slip validity and current rates.,"{""type"": ""manual_review""}","Online assessment step only. Registration completion, originals, witnesses and attendance must be verified separately.",researched_partial,0,2026-09-15
