legacy_row_id,input_file,input_row_number,mapped_compliance_id,raw_json
M089,india_compliance_master.csv,90,C089,"{""Department_Entity"": ""Factory & Pollution"", ""Compliance_Category"": ""Factory & Pollution"", ""Compliance_Name"": ""Consent to Operate (CTO)"", ""Governing_Law"": ""Water Act 1974 / Air Act 1981"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Industrial units"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Licence Trigger"", ""Frequency"": ""One-time then periodic renewal (1-5 years depending on category)"", ""Due_Date_Timeline"": ""Before commencing operations; renewal before expiry"", ""Digital_or_Physical"": ""Digital application + mandatory physical inspection to verify installed pollution-control measures"", ""Official_Website"": ""State Pollution Control Board portal (state-specific)"", ""Key_Documents_Required"": ""CTE copy, installed ETP/APC system proof, compliance report"", ""Penalty_Late_Fee"": ""Treated as operating without consent if expired — closure risk"", ""Notes"": ""Category (Red/Orange/Green/White) determines validity period and stringency""}"
M090,india_compliance_master.csv,91,C090,"{""Department_Entity"": ""Factory & Pollution"", ""Compliance_Category"": ""Factory & Pollution"", ""Compliance_Name"": ""Hazardous Waste Authorization"", ""Governing_Law"": ""Hazardous and Other Wastes (Management & Transboundary Movement) Rules 2016"", ""Jurisdiction"": ""Central Act, State-administered"", ""Applicable_Entity_Types"": ""Units generating/handling hazardous waste"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time + periodic renewal (aligned with CTO)"", ""Due_Date_Timeline"": ""Along with/after CTO"", ""Digital_or_Physical"": ""Digital application + physical verification"", ""Official_Website"": ""State Pollution Control Board portal (state-specific)"", ""Key_Documents_Required"": ""Waste inventory, disposal/recycling agreement with authorized handler"", ""Penalty_Late_Fee"": ""Penalty under Environment Protection Act; criminal liability for illegal dumping"", ""Notes"": """"}"
M091,india_compliance_master.csv,92,C008,"{""Department_Entity"": ""Audit & Assurance"", ""Compliance_Category"": ""Audit & Assurance"", ""Compliance_Name"": ""GST Audit / Reconciliation (GSTR-9C)"", ""Governing_Law"": ""CGST Act, Sec 44"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""GST registered entities crossing threshold"", ""Turnover_Applicability"": ""Mandatory >Rs5Cr"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""31-Dec"", ""Digital_or_Physical"": ""Digital filing; underlying reconciliation work is desk-based"", ""Official_Website"": ""https://www.gst.gov.in"", ""Key_Documents_Required"": ""Audited financials, GSTR-1/3B/2B reconciliation working"", ""Penalty_Late_Fee"": ""Same penalty structure as GSTR-9"", ""Notes"": ""Self-certified since GST audit by external CA was removed from FY2020-21""}"
M092,india_compliance_master.csv,93,C092,"{""Department_Entity"": ""Audit & Assurance"", ""Compliance_Category"": ""Audit & Assurance"", ""Compliance_Name"": ""Internal Audit"", ""Governing_Law"": ""Companies Act 2013, Sec 138"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Companies crossing specified turnover/borrowing/deposit thresholds"", ""Turnover_Applicability"": ""Turnover >=Rs200Cr or paid-up capital >=Rs50Cr (private companies); lower thresholds for listed/public companies"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""Annual/ongoing"", ""Due_Date_Timeline"": ""Ongoing through the year; report placed before Board"", ""Digital_or_Physical"": ""Physical/hybrid"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""Process documentation, risk register, internal control testing evidence"", ""Penalty_Late_Fee"": ""Penalty under Sec 450 for non-compliance"", ""Notes"": ""Threshold-based — most small/mid private companies are exempt""}"
M093,india_compliance_master.csv,94,C093,"{""Department_Entity"": ""Audit & Assurance"", ""Compliance_Category"": ""Audit & Assurance"", ""Compliance_Name"": ""Cost Audit"", ""Governing_Law"": ""Companies Act 2013, Sec 148"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Specified industries (companies in regulated/notified sectors) above prescribed turnover"", ""Turnover_Applicability"": ""As per Companies (Cost Records & Audit) Rules — sector and turnover specific"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""Annual"", ""Due_Date_Timeline"": ""Within 180 days of FY end (Cost Audit Report to Board); CRA-4 filed within 30 days thereof"", ""Digital_or_Physical"": ""Physical/hybrid"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""Cost accounting records, product/service cost sheets"", ""Penalty_Late_Fee"": ""Penalty under Sec 148(8)"", ""Notes"": ""Applies only to notified sectors (e.g. pharma, cement, steel, fertilizers, telecom, etc.)""}"
M094,india_compliance_master.csv,95,C094,"{""Department_Entity"": ""Intellectual Property"", ""Compliance_Category"": ""Intellectual Property"", ""Compliance_Name"": ""Trademark Registration"", ""Governing_Law"": ""Trade Marks Act 1999"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time (renewable every 10 years)"", ""Due_Date_Timeline"": ""Anytime (recommended before brand launch)"", ""Digital_or_Physical"": ""Digital (e-filing) — hearings/oppositions may require physical/virtual appearance"", ""Official_Website"": ""https://ipindiaonline.gov.in"", ""Key_Documents_Required"": ""Brand name/logo, class of goods/services, applicant proof, POA (if via agent)"", ""Penalty_Late_Fee"": ""Loss of exclusive brand protection; third parties can register similar marks"", ""Notes"": """"}"
M095,india_compliance_master.csv,96,C095,"{""Department_Entity"": ""Intellectual Property"", ""Compliance_Category"": ""Intellectual Property"", ""Compliance_Name"": ""Trademark Renewal"", ""Governing_Law"": ""Trade Marks Act 1999,"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Registered trademark holders"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Licence Trigger"", ""Frequency"": ""Every 10 years"", ""Due_Date_Timeline"": ""6 months before expiry (grace period post-expiry available with surcharge)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://ipindiaonline.gov.in"", ""Key_Documents_Required"": ""Existing registration certificate, renewal Form TM-R"", ""Penalty_Late_Fee"": ""Mark becomes liable for removal from register if not renewed"", ""Notes"": """"}"
M096,india_compliance_master.csv,97,C096,"{""Department_Entity"": ""Intellectual Property"", ""Compliance_Category"": ""Intellectual Property"", ""Compliance_Name"": ""Copyright Registration"", ""Governing_Law"": ""Copyright Act 1957"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time (protection: author's life + 60 years for most works)"", ""Due_Date_Timeline"": ""Anytime (registration not mandatory for protection but strengthens enforcement)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://copyright.gov.in"", ""Key_Documents_Required"": ""Work sample, ownership declaration, NOC (if applicable)"", ""Penalty_Late_Fee"": ""N/A — copyright exists automatically on creation, registration is evidentiary"", ""Notes"": """"}"
M097,india_compliance_master.csv,98,C097,"{""Department_Entity"": ""Intellectual Property"", ""Compliance_Category"": ""Intellectual Property"", ""Compliance_Name"": ""Patent Application"", ""Governing_Law"": ""Patents Act 1970"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Entities with patentable inventions"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time (20-year protection, subject to annual renewal fees)"", ""Due_Date_Timeline"": ""Before public disclosure of invention (first-to-file system)"", ""Digital_or_Physical"": ""Digital (e-filing); physical hearings possible during examination"", ""Official_Website"": ""https://ipindiaonline.gov.in"", ""Key_Documents_Required"": ""Patent specification, claims, prior-art search, inventor details"", ""Penalty_Late_Fee"": ""Loss of patentability if publicly disclosed before filing"", ""Notes"": ""Annual renewal fees payable from 3rd year onward to keep patent in force""}"
M098,india_compliance_master.csv,99,C098,"{""Department_Entity"": ""Intellectual Property"", ""Compliance_Category"": ""Intellectual Property"", ""Compliance_Name"": ""Design Registration"", ""Governing_Law"": ""Designs Act 2000"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Entities with novel product designs"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Industry Trigger"", ""Frequency"": ""One-time (10 years, extendable by 5)"", ""Due_Date_Timeline"": ""Before the design is publicly disclosed/sold"", ""Digital_or_Physical"": ""Digital (e-filing)"", ""Official_Website"": ""https://ipindiaonline.gov.in"", ""Key_Documents_Required"": ""Design representation sheets, applicant proof"", ""Penalty_Late_Fee"": ""Loss of design exclusivity protection"", ""Notes"": """"}"
M099,india_compliance_master.csv,100,C099,"{""Department_Entity"": ""Accounting & Books"", ""Compliance_Category"": ""Accounting & Books"", ""Compliance_Name"": ""Statutory Books of Accounts (Companies Act)"", ""Governing_Law"": ""Companies Act 2013, Sec 128"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Private Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Ongoing"", ""Due_Date_Timeline"": ""Maintained continuously; retained for 8 years"", ""Digital_or_Physical"": ""Physical or digital (electronic maintenance permitted if backed up in India)"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""Ledgers, vouchers, bank reconciliations, fixed asset register"", ""Penalty_Late_Fee"": ""Penalty under Sec 128(6)"", ""Notes"": """"}"
M100,india_compliance_master.csv,101,C100,"{""Department_Entity"": ""Accounting & Books"", ""Compliance_Category"": ""Accounting & Books"", ""Compliance_Name"": ""Statutory Registers (Companies Act)"", ""Governing_Law"": ""Companies Act 2013"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Private Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Ongoing"", ""Due_Date_Timeline"": ""Maintained continuously"", ""Digital_or_Physical"": ""Physical (register of members, directors, charges) — digital copies also kept in practice"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""Register of Members, Directors, Charges, Related Party Contracts"", ""Penalty_Late_Fee"": ""Penalty under relevant sections"", ""Notes"": """"}"
M101,india_compliance_master.csv,102,C101,"{""Department_Entity"": ""Accounting & Books"", ""Compliance_Category"": ""Accounting & Books"", ""Compliance_Name"": ""Books of Accounts (Income Tax Act, Sec 44AA)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 44AA"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""Business: turnover >Rs25L or income >Rs2.5L (specified professions lower threshold); mandatory above tax audit threshold regardless"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Turnover Trigger"", ""Frequency"": ""Ongoing"", ""Due_Date_Timeline"": ""Maintained continuously; retained for 6 years from end of relevant AY"", ""Digital_or_Physical"": ""Physical or digital"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Cash book, ledger, journal, bills/vouchers"", ""Penalty_Late_Fee"": ""Penalty of Rs25,000 u/s 271A for non-maintenance"", ""Notes"": """"}"
M102,india_compliance_master.csv,103,C102,"{""Department_Entity"": ""Accounting & Books"", ""Compliance_Category"": ""Accounting & Books"", ""Compliance_Name"": ""Invoice & E-way Bill Record Retention"", ""Governing_Law"": ""CGST Act, Sec 36"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Date Trigger"", ""Frequency"": ""Ongoing"", ""Due_Date_Timeline"": ""Retained for 72 months from due date of annual return"", ""Digital_or_Physical"": ""Digital (GST portal retains e-invoices/e-way bills; taxpayer must retain underlying records too)"", ""Official_Website"": ""https://www.gst.gov.in"", ""Key_Documents_Required"": ""Tax invoices, e-way bills, purchase/sale registers"", ""Penalty_Late_Fee"": ""Penalty and denial of ITC on unsupported claims"", ""Notes"": """"}"
M103,india_compliance_master.csv,104,C103,"{""Department_Entity"": ""Notices & Responses"", ""Compliance_Category"": ""Notices & Responses"", ""Compliance_Name"": ""GST Show Cause Notice (SCN) Response"", ""Governing_Law"": ""CGST Act, Sec 73/74"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Notice Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""Typically 30 days from notice (varies by notice type)"", ""Digital_or_Physical"": ""Digital only (GST portal)"", ""Official_Website"": ""https://www.gst.gov.in"", ""Key_Documents_Required"": ""Reply draft, supporting documents/reconciliations, legal submissions"", ""Penalty_Late_Fee"": ""Ex-parte order + demand confirmation + penalty if unanswered"", ""Notes"": ""Sec 73 (non-fraud) vs Sec 74 (fraud/suppression) carry different penalty exposure""}"
M104,india_compliance_master.csv,105,C104,"{""Department_Entity"": ""Notices & Responses"", ""Compliance_Category"": ""Notices & Responses"", ""Compliance_Name"": ""GST Registration Suspension/Cancellation Notice Response"", ""Governing_Law"": ""CGST Act, Sec 29"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Notice Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""7 working days typically"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.gst.gov.in"", ""Key_Documents_Required"": ""Explanation, pending return filings, reconciliation"", ""Penalty_Late_Fee"": ""Registration cancelled if unanswered — business cannot operate under GST"", ""Notes"": """"}"
M105,india_compliance_master.csv,106,C105,"{""Department_Entity"": ""Notices & Responses"", ""Compliance_Category"": ""Notices & Responses"", ""Compliance_Name"": ""Income Tax Intimation u/s 143(1)"", ""Governing_Law"": ""Income Tax Act 1961, Sec 143(1)"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Notice Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""Within 30 days if response sought (rectification via 154 otherwise)"", ""Digital_or_Physical"": ""Digital only"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Return copy, computation reconciliation"", ""Penalty_Late_Fee"": ""Demand becomes payable if not contested in time"", ""Notes"": ""Automated intimation comparing return with department's computation""}"
M106,india_compliance_master.csv,107,C106,"{""Department_Entity"": ""Notices & Responses"", ""Compliance_Category"": ""Notices & Responses"", ""Compliance_Name"": ""Income Tax Scrutiny Notice u/s 143(2)/142(1)"", ""Governing_Law"": ""Income Tax Act 1961"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Notice Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""As specified in notice (typically 15-30 days)"", ""Digital_or_Physical"": ""Digital only (Faceless Assessment via e-Proceedings)"", ""Official_Website"": ""https://www.incometax.gov.in"", ""Key_Documents_Required"": ""Books of accounts, supporting evidence for return entries queried"", ""Penalty_Late_Fee"": ""Best-judgment assessment + penalty if unanswered"", ""Notes"": ""Scrutiny is now largely faceless/digital""}"
M107,india_compliance_master.csv,108,C107,"{""Department_Entity"": ""Notices & Responses"", ""Compliance_Category"": ""Notices & Responses"", ""Compliance_Name"": ""EPFO Inspection / Notice Response"", ""Governing_Law"": ""EPF Act 1952"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Sole Prop, Partnership, LLP, Pvt Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Notice Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""As specified in notice"", ""Digital_or_Physical"": ""Hybrid — inspection may be physical, response/documents often submitted via Unified Portal"", ""Official_Website"": ""https://www.epfindia.gov.in"", ""Key_Documents_Required"": ""Wage registers, ECR filing history, attendance records"", ""Penalty_Late_Fee"": ""Damages under Sec 14B + prosecution risk"", ""Notes"": """"}"
M108,india_compliance_master.csv,109,C108,"{""Department_Entity"": ""Notices & Responses"", ""Compliance_Category"": ""Notices & Responses"", ""Compliance_Name"": ""MCA / ROC Adjudication or Show Cause Notice"", ""Governing_Law"": ""Companies Act 2013, Sec 454"", ""Jurisdiction"": ""Central"", ""Applicable_Entity_Types"": ""Private Ltd, Public Ltd"", ""Turnover_Applicability"": ""N/A"", ""Employee_Headcount_Threshold"": ""N/A"", ""Trigger_Type"": ""Notice Trigger"", ""Frequency"": ""Event-based"", ""Due_Date_Timeline"": ""As specified in notice"", ""Digital_or_Physical"": ""Digital filing of response; adjudication hearings often physical/virtual before RD/ROC"", ""Official_Website"": ""https://www.mca.gov.in"", ""Key_Documents_Required"": ""Explanation, supporting filings, compounding application (if applicable)"", ""Penalty_Late_Fee"": ""Penalty as adjudicated + possible director disqualification"", ""Notes"": """"}"
S001,india_state_compliance_matrix.csv,2,,"{""State_UT"": ""Maharashtra"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC (self-employed/entity)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly (PTRC); Annual (PTEC)"", ""PT_Portal"": ""https://mahagst.gov.in"", ""Shops_Establishment_Act"": ""Maharashtra Shops & Establishments (Regulation of Employment & Conditions of Service) Act 2017"", ""SE_Registration_Mode"": ""Digital only — issued via Gumasta licence"", ""SE_Validity"": ""Lifetime (no renewal)"", ""SE_Portal"": ""https://aaplesarkar.mahaonline.gov.in"", ""Trade_Licence_Authority"": ""Municipal Corporation (BMC/PMC/NMC etc., city-specific)"", ""Trade_Licence_Mode"": ""Hybrid — online application, physical inspection common for larger premises"", ""Notes"": ""PT registration for companies/LLPs can be triggered directly at incorporation via MCA's AGILE-PRO-S form""}"
S002,india_state_compliance_matrix.csv,3,,"{""State_UT"": ""Karnataka"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC (self-employed/entity)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly"", ""PT_Portal"": ""https://ptax.karnataka.gov.in (e-Prerana)"", ""Shops_Establishment_Act"": ""Karnataka Shops & Commercial Establishments Act 1961"", ""SE_Registration_Mode"": ""Digital only — fully paperless, Aadhaar e-sign"", ""SE_Validity"": ""5 years (renewal 90 days before expiry)"", ""SE_Portal"": ""https://sevasindhu.karnataka.gov.in / e-Karmika (labour.karnataka.gov.in)"", ""Trade_Licence_Authority"": ""BBMP / City Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid — online application, may require inspection"", ""Notes"": ""Karnataka exemption threshold revised to Rs25,000/month salary w.e.f. April 2025""}"
S003,india_state_compliance_matrix.csv,4,,"{""State_UT"": ""Delhi (NCT)"", ""Professional_Tax_Applicable"": ""No"", ""PT_Registration_Type"": ""N/A"", ""PT_Max_Annual_Amount"": ""N/A — PT not levied"", ""PT_Return_Frequency"": ""N/A"", ""PT_Portal"": ""N/A"", ""Shops_Establishment_Act"": ""Delhi Shops and Establishments Act 1954"", ""SE_Registration_Mode"": ""Digital only"", ""SE_Validity"": ""Lifetime (no renewal)"", ""SE_Portal"": ""Delhi Labour Department portal (labour.delhi.gov.in)"", ""Trade_Licence_Authority"": ""Municipal Corporation of Delhi (MCD) / NDMC (area-specific)"", ""Trade_Licence_Mode"": ""Hybrid — online application; name board must be displayed in Hindi/English"", ""Notes"": ""Delhi does not levy Professional Tax""}"
S004,india_state_compliance_matrix.csv,5,,"{""State_UT"": ""Tamil Nadu"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTEC/PTRC (levied via local bodies, not state commercial tax dept)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Half-yearly (Apr-Sep due 31 Oct; Oct-Mar due 30 Apr)"", ""PT_Portal"": ""Local body portal (Greater Chennai Corporation etc. — varies by municipality)"", ""Shops_Establishment_Act"": ""Tamil Nadu Shops and Establishments Act 1947"", ""SE_Registration_Mode"": ""Digital (online process), 1-year validity — annual renewal"", ""SE_Validity"": ""1 year (annual renewal)"", ""SE_Portal"": ""Tamil Nadu Labour Department portal (labour.tn.gov.in)"", ""Trade_Licence_Authority"": ""Greater Chennai Corporation / Municipality (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""PT in TN is collected by municipal/local bodies rather than a single state portal — varies by corporation""}"
S005,india_state_compliance_matrix.csv,6,,"{""State_UT"": ""Telangana"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC (self-employed/entity)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly"", ""PT_Portal"": ""https://tgct.gov.in"", ""Shops_Establishment_Act"": ""Telangana Shops and Establishments Act (adopted from AP Act 1988)"", ""SE_Registration_Mode"": ""Digital"", ""SE_Validity"": ""5 years (renewal required)"", ""SE_Portal"": ""TS iPASS / labour.telangana.gov.in"", ""Trade_Licence_Authority"": ""GHMC / Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
S006,india_state_compliance_matrix.csv,7,,"{""State_UT"": ""Andhra Pradesh"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC (self-employed/entity)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly"", ""PT_Portal"": ""https://apct.gov.in"", ""Shops_Establishment_Act"": ""AP Shops and Establishments Act 1988"", ""SE_Registration_Mode"": ""Digital"", ""SE_Validity"": ""5 years (renewal required)"", ""SE_Portal"": ""AP Labour Department portal (labour.ap.gov.in)"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
S007,india_state_compliance_matrix.csv,8,,"{""State_UT"": ""West Bengal"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC (self-employed/entity)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly"", ""PT_Portal"": ""https://wbcomtax.gov.in / Profession Tax Directorate (ptax.wb.gov.in)"", ""Shops_Establishment_Act"": ""West Bengal Shops and Establishments Act 1963"", ""SE_Registration_Mode"": ""Digital (via West Bengal Labour Commission)"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""https://wblc.gov.in"", ""Trade_Licence_Authority"": ""Kolkata Municipal Corporation / Municipality (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""PT registration for companies/LLPs can be triggered at incorporation via MCA's AGILE-PRO-S form""}"
S008,india_state_compliance_matrix.csv,9,,"{""State_UT"": ""Gujarat"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC (self-employed/entity)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Monthly"", ""PT_Portal"": ""https://commercialtax.gujarat.gov.in"", ""Shops_Establishment_Act"": ""Gujarat Shops and Establishments Act (locally called Gumastadhara)"", ""SE_Registration_Mode"": ""Digital"", ""SE_Validity"": ""Periodic renewal (state-specific, commonly 1-5 years)"", ""SE_Portal"": ""https://gujaratlabour.gov.in / iora.gujarat.gov.in"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""Locally referred to as Gumastadhara / Trade Licence in some Gujarat cities""}"
S009,india_state_compliance_matrix.csv,10,,"{""State_UT"": ""Madhya Pradesh"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC (self-employed/entity)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year (slab-based, lower max in some slabs)"", ""PT_Return_Frequency"": ""Monthly"", ""PT_Portal"": ""https://mptax.mp.gov.in"", ""Shops_Establishment_Act"": ""Madhya Pradesh Shops and Establishments Act"", ""SE_Registration_Mode"": ""Digital (via MP Labour Dept / Single Window)"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""MP Labour Department / mpedistrict.gov.in"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
S010,india_state_compliance_matrix.csv,11,,"{""State_UT"": ""Kerala"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTEC (self-employed) / employer deduction"", ""PT_Max_Annual_Amount"": ""Rs2,500/year"", ""PT_Return_Frequency"": ""Half-yearly (Apr-Sep due 31 Oct; Oct-Mar due 30 Apr)"", ""PT_Portal"": ""Local body portal (Kerala PT is collected by local self-government bodies, not a single state portal)"", ""Shops_Establishment_Act"": ""Kerala Shops and Commercial Establishments Act 1960"", ""SE_Registration_Mode"": ""Digital (via Kerala Labour Dept)"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""https://klc.kerala.gov.in"", ""Trade_Licence_Authority"": ""Municipal Corporation / Panchayat (local-body specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": ""PT in Kerala is administered by local self-government institutions, not a single state commercial tax portal""}"
S011,india_state_compliance_matrix.csv,12,,"{""State_UT"": ""Odisha"", ""Professional_Tax_Applicable"": ""Yes"", ""PT_Registration_Type"": ""PTRC (employer) / PTEC (self-employed/entity)"", ""PT_Max_Annual_Amount"": ""Rs2,500/year (capped lower for some slabs)"", ""PT_Return_Frequency"": ""Monthly"", ""PT_Portal"": ""Odisha Commercial Tax portal (odishatax.gov.in)"", ""Shops_Establishment_Act"": ""Odisha Shops and Commercial Establishments Act"", ""SE_Registration_Mode"": ""Digital (Odisha Labour Dept)"", ""SE_Validity"": ""Periodic renewal (state-specific)"", ""SE_Portal"": ""Odisha Labour Directorate portal"", ""Trade_Licence_Authority"": ""Municipal Corporation (city-specific)"", ""Trade_Licence_Mode"": ""Hybrid"", ""Notes"": """"}"
