item_id,item_type,reference_id,status,work_required
FIELD-N035-V1-turnover_basis,rule_field,N035-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N035-V1-employee_basis,rule_field,N035-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N035-V1-deadline_text,rule_field,N035-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N035-V1-documents,rule_field,N035-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N035-V1-application_url,rule_field,N035-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N035-V1-filing_mode,rule_field,N035-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N035-V1-physical_submission,rule_field,N035-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N035-V1-applicant_visit,rule_field,N035-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N035-V1-inspection,rule_field,N035-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-governing_law,rule_field,N036-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-applicability_text,rule_field,N036-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-turnover_basis,rule_field,N036-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-employee_basis,rule_field,N036-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-deadline_text,rule_field,N036-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-documents,rule_field,N036-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-application_url,rule_field,N036-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-filing_mode,rule_field,N036-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-physical_submission,rule_field,N036-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-applicant_visit,rule_field,N036-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N036-V1-inspection,rule_field,N036-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-governing_law,rule_field,N037-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-applicability_text,rule_field,N037-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-turnover_basis,rule_field,N037-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-employee_basis,rule_field,N037-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-deadline_text,rule_field,N037-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-documents,rule_field,N037-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-application_url,rule_field,N037-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-filing_mode,rule_field,N037-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-physical_submission,rule_field,N037-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-applicant_visit,rule_field,N037-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N037-V1-inspection,rule_field,N037-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-governing_law,rule_field,N038-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-applicability_text,rule_field,N038-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-turnover_basis,rule_field,N038-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-employee_basis,rule_field,N038-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-deadline_text,rule_field,N038-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-documents,rule_field,N038-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-application_url,rule_field,N038-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-filing_mode,rule_field,N038-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-physical_submission,rule_field,N038-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-applicant_visit,rule_field,N038-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N038-V1-inspection,rule_field,N038-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-governing_law,rule_field,N039-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-applicability_text,rule_field,N039-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-turnover_basis,rule_field,N039-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-employee_basis,rule_field,N039-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-deadline_text,rule_field,N039-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-documents,rule_field,N039-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-application_url,rule_field,N039-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-filing_mode,rule_field,N039-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-physical_submission,rule_field,N039-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-applicant_visit,rule_field,N039-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N039-V1-inspection,rule_field,N039-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-governing_law,rule_field,N040-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-applicability_text,rule_field,N040-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-turnover_basis,rule_field,N040-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-employee_basis,rule_field,N040-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-deadline_text,rule_field,N040-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-documents,rule_field,N040-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-application_url,rule_field,N040-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-filing_mode,rule_field,N040-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-physical_submission,rule_field,N040-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-applicant_visit,rule_field,N040-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N040-V1-inspection,rule_field,N040-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-governing_law,rule_field,N041-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-applicability_text,rule_field,N041-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-turnover_basis,rule_field,N041-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-employee_basis,rule_field,N041-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-deadline_text,rule_field,N041-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-documents,rule_field,N041-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-application_url,rule_field,N041-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-filing_mode,rule_field,N041-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-physical_submission,rule_field,N041-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-applicant_visit,rule_field,N041-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N041-V1-inspection,rule_field,N041-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-governing_law,rule_field,N042-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-applicability_text,rule_field,N042-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-turnover_basis,rule_field,N042-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-employee_basis,rule_field,N042-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-deadline_text,rule_field,N042-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-documents,rule_field,N042-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-application_url,rule_field,N042-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-filing_mode,rule_field,N042-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-physical_submission,rule_field,N042-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-applicant_visit,rule_field,N042-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N042-V1-inspection,rule_field,N042-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-governing_law,rule_field,N043-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-applicability_text,rule_field,N043-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-turnover_basis,rule_field,N043-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-employee_basis,rule_field,N043-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-deadline_text,rule_field,N043-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-documents,rule_field,N043-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-application_url,rule_field,N043-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-filing_mode,rule_field,N043-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-physical_submission,rule_field,N043-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-applicant_visit,rule_field,N043-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N043-V1-inspection,rule_field,N043-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-governing_law,rule_field,N044-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-applicability_text,rule_field,N044-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-turnover_basis,rule_field,N044-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-employee_basis,rule_field,N044-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-deadline_text,rule_field,N044-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-documents,rule_field,N044-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-application_url,rule_field,N044-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-filing_mode,rule_field,N044-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-physical_submission,rule_field,N044-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-applicant_visit,rule_field,N044-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N044-V1-inspection,rule_field,N044-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-governing_law,rule_field,N045-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-applicability_text,rule_field,N045-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-turnover_basis,rule_field,N045-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-employee_basis,rule_field,N045-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-deadline_text,rule_field,N045-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-documents,rule_field,N045-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-application_url,rule_field,N045-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-filing_mode,rule_field,N045-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-physical_submission,rule_field,N045-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-applicant_visit,rule_field,N045-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N045-V1-inspection,rule_field,N045-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-governing_law,rule_field,N046-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-applicability_text,rule_field,N046-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-turnover_basis,rule_field,N046-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-employee_basis,rule_field,N046-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-deadline_text,rule_field,N046-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-documents,rule_field,N046-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-application_url,rule_field,N046-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-filing_mode,rule_field,N046-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-physical_submission,rule_field,N046-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-applicant_visit,rule_field,N046-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N046-V1-inspection,rule_field,N046-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-governing_law,rule_field,N047-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-applicability_text,rule_field,N047-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-turnover_basis,rule_field,N047-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-employee_basis,rule_field,N047-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-deadline_text,rule_field,N047-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-documents,rule_field,N047-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-application_url,rule_field,N047-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-filing_mode,rule_field,N047-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-physical_submission,rule_field,N047-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-applicant_visit,rule_field,N047-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N047-V1-inspection,rule_field,N047-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-governing_law,rule_field,N048-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-applicability_text,rule_field,N048-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-turnover_basis,rule_field,N048-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-employee_basis,rule_field,N048-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-deadline_text,rule_field,N048-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-documents,rule_field,N048-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-application_url,rule_field,N048-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-filing_mode,rule_field,N048-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-physical_submission,rule_field,N048-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-applicant_visit,rule_field,N048-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N048-V1-inspection,rule_field,N048-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-governing_law,rule_field,N049-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-applicability_text,rule_field,N049-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-turnover_basis,rule_field,N049-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-employee_basis,rule_field,N049-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-deadline_text,rule_field,N049-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-documents,rule_field,N049-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-application_url,rule_field,N049-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-filing_mode,rule_field,N049-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-physical_submission,rule_field,N049-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-applicant_visit,rule_field,N049-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-N049-V1-inspection,rule_field,N049-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-governing_law,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review governing_law: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-applicability_text,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review applicability_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-turnover_basis,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review turnover_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-employee_basis,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review employee_basis: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-deadline_text,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review deadline_text: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-documents,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review documents: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-application_url,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review application_url: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-filing_mode,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review filing_mode: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-physical_submission,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review physical_submission: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-applicant_visit,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review applicant_visit: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
FIELD-S-PB-PSDT-REG-V1-inspection,rule_field,S-PB-PSDT-REG-V1,not_independently_verified,Review inspection: Read assertion scope and source; a framework or portal citation is not complete field verification. All automation remains disabled.
